uid	uni	participant	rank	identity	tags	Q3-g	Q3-l	Q3-b	Q3-quest	Q3-ace	Q3-queer	Q4-gq	Q4-t	Q4-i	Q4-m	Q4-f	cishet_problem	cishet_solution	cishet_victim	cishet_helpless	sgm_problem	sgm_solution	sgm_victim	sgm_helpless	school_problem	school_solution	school_victim	school_helpless	culture_problem	culture_solution	culture_victim	culture_helpless	community_problem	community_solution	community_victim	community_helpless	gender	cis	sexuality	dorms	Q9	Q34	Q37	Q40	q_crit	bad_apple	school_pess	homoneg	bad_apple2
	school0	338	grad-pro	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
116.0	school0	341	undergrad	cishet	school_solution, 											Female	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Many are	No	1	1	False	False	False	False	False
117.0	school0	342	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	False
118.0	school0	343	undergrad	sgm	sgm_helpless, 				Questioning							Female	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown	A few are		unknown	unknown	False	False	False	False	False
119.0	school0	344	undergrad	sgm	sgm_problem, school_solution, 			Bisexual		Asexual					Male		False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	ace	unknown	A few are	No	1	0	False	False	False	False	False
	school0	345	undergrad	sgm				Bisexual	Questioning							Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	bi	unknown	Many are	No	1	0	False	False	False	False	False
	school0	346	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Some are	Yes	0	0	False	False	False	False	False
120.0	school0	347	undergrad	sgm	cishet_solution, sgm_solution, sgm_victim, community_problem, community_helpless, 	Gay									Male		False	True	False	False	False	True	True	False	False	False	False	False	False	False	False	False	True	False	False	True	m	c	gay	unknown	Many are		unknown	unknown	False	False	False	True	False
121.0	school0	348	undergrad	cishet	school_solution, 										Male		False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	None are	No	1	0	False	False	False	False	False
122.0	school0	349	undergrad	sgm	school_solution, community_helpless, 	Gay									Male		False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	True	m	c	gay	unknown	Many are		unknown	unknown	False	False	False	False	False
	school0	350	undergrad	cishet												Female	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	A few are	Yes	1	1	False	False	False	False	False
	school0	351	undergrad	sgm				Bisexual							Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	bi	unknown	A few are		unknown	unknown	False	False	False	False	False
	school0	352	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are	No	1	0	False	False	False	False	False
	school0	353	undergrad	cishet											Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	Many are		unknown	unknown	False	False	False	False	False
123.0	school0	354	undergrad	cishet	school_solution, 										Male		False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown	A few are		unknown	unknown	False	False	False	False	False
124.0	school0	356	grad-pro	unknown													False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	unknown	unknown	unknown	unknown	Some are	Yes	1	0	False	False	False	False	False
125.0	school0	357	undergrad	sgm	sgm_solution, school_solution, 	Gay									Male		False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	gay	unknown	Some are		unknown	unknown	False	False	False	False	False
126.0	school0	358	undergrad	sgm	cishet_problem, sgm_victim, school_solution, 					Asexual						Female	True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	ace	unknown	Some are	No	1	0	False	False	False	False	True
	school0	359	undergrad	sgm		Gay									Male		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	gay	unknown	Some are	No	1	1	False	False	False	False	False
127.0	school0	360	undergrad	sgm	cishet_problem, sgm_victim, school_solution, community_problem, 					Asexual		Genderqueer	Transgender				True	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	True	False	False	False	unknown	t	ace	unknown	Most are	No	0	0	False	False	False	True	False
128.0	school0	361	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, school_solution, school_helpless, culture_problem, 			Bisexual								Female	True	False	False	False	False	True	True	False	False	True	False	True	True	False	False	False	False	False	False	False	f	c	bi	unknown	None are	No	1	0	False	False	False	False	False
129.0	school0	362	undergrad	sgm	cishet_problem, cishet_solution, sgm_solution, sgm_victim, school_solution, 		Lesbian			Asexual						Female	True	True	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	ace	unknown	Some are	No	1	1	False	True	False	False	True
130.0	school0	363	grad-pro	cishet	cishet_victim, school_solution, school_helpless, 											Female	False	False	True	False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Most are	No	1	1	False	False	False	False	False
131.0	school0	364	undergrad	cishet	cishet_problem, cishet_victim, school_solution, 											Female	True	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown	Some are		unknown	unknown	False	False	False	False	True
713.0	school5	3	undergrad	sgm	cishet_problem, sgm_victim, school_solution, school_helpless, culture_problem, 	Yes									Yes		True	False	False	False	False	False	True	False	False	True	False	True	True	False	False	False	False	False	False	False	m	c	gay	unknown			unknown	unknown	False	False	False	False	False
	school5	4	undergrad	sgm			Yes					Yes					False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	unknown	t	lesbian	unknown			unknown	unknown	False	False	False	False	False
714.0	school5	6	undergrad	sgm	culture_problem, 	Yes	Yes									Yes	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	f	c	gay	unknown			unknown	unknown	False	False	False	False	False
	school5	7	undergrad	cishet											Yes		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown			unknown	unknown	False	False	False	False	False
715.0	school5	8	undergrad	cishet	cishet_problem, cishet_victim, culture_problem, community_problem, community_helpless, 											Yes	True	False	True	False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	True	f	c	hetero	unknown			unknown	unknown	False	False	False	True	False
716.0	school5	9	undergrad	sgm	cishet_problem, sgm_victim, school_helpless, community_problem, 			Yes								Yes	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	True	False	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	True	False
717.0	school5	10	undergrad	cishet	cishet_solution, community_solution, 											Yes	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
718.0	school5	11	undergrad	cishet	cishet_problem, cishet_victim, community_problem, 											Yes	True	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
	school5	12	undergrad	cishet												Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
	school5	13	undergrad	cishet												Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
719.0	school5	14	undergrad	cishet	school_solution, 											Yes	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
720.0	school5	15	undergrad	sgm	sgm_solution, school_solution, community_problem, 			Yes							Yes		False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	True	False	False	False	m	c	bi	unknown			unknown	unknown	False	False	False	False	False
721.0	school5	16	undergrad	cishet	cishet_victim, sgm_problem, school_problem, school_solution, community_problem, 											Yes	False	False	True	False	True	False	False	False	True	True	False	False	False	False	False	False	True	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	True	False
722.0	school5	17	undergrad	cishet	cishet_victim, school_problem, school_solution, 											Yes	False	False	True	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
	school5	18	undergrad	cishet												Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
723.0	school5	19	undergrad	sgm	cishet_problem, sgm_victim, 				Yes	Yes						Yes	True	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	ace	unknown			unknown	unknown	False	False	False	False	True
	school5	20	undergrad	sgm				Yes								Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	False	False
	school5	21	undergrad	sgm				Yes								Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	False	False
724.0	school5	22	undergrad	sgm	cishet_problem, school_solution, 											Yes	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown			unknown	unknown	False	False	False	False	True
725.0	school5	23	undergrad	sgm	cishet_problem, sgm_victim, school_helpless, 				Yes							Yes	True	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	f	c	unknown	unknown			unknown	unknown	False	False	False	False	True
726.0	school5	24	undergrad	sgm	sgm_victim, school_helpless, 			Yes								Yes	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	False	False
727.0	school5	25	undergrad	cishet	cishet_victim, 											Yes	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
	school5	26	undergrad	cishet											Yes		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown			unknown	unknown	False	False	False	False	False
728.0	school5	27	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, school_solution, 	Yes									Yes		True	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	gay	unknown			unknown	unknown	False	False	False	False	True
729.0	school5	28	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, sgm_helpless, school_problem, school_solution, school_helpless, culture_problem, community_problem, community_victim, 					Yes			Yes				True	False	False	False	False	True	True	True	True	True	False	True	True	False	False	False	True	False	True	False	unknown	t	ace	unknown			unknown	unknown	True	True	True	True	False
730.0	school5	29	undergrad	sgm	community_helpless, 	Yes									Yes		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	m	c	gay	unknown			unknown	unknown	False	False	False	False	False
731.0	school5	30	undergrad	sgm	cishet_problem, cishet_solution, sgm_victim, school_helpless, community_problem, community_solution, community_victim, 		Yes									Yes	True	True	False	False	False	False	True	False	False	False	False	True	False	False	False	False	True	True	True	False	f	c	lesbian	unknown			unknown	unknown	False	True	False	True	False
732.0	school5	31	undergrad	cishet	cishet_problem, cishet_victim, school_helpless, 											Yes	True	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	True
733.0	school5	32	undergrad	cishet	cishet_victim, school_helpless, 											Yes	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
	school5	33	undergrad	cishet												Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
734.0	school5	34	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, school_solution, school_helpless, community_helpless, 			Yes								Yes	True	False	False	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	f	c	bi	unknown			unknown	unknown	False	False	False	True	True
735.0	school5	35	undergrad	sgm	cishet_problem, sgm_solution, 			Yes	Yes								True	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	unknown	unknown	bi	unknown			unknown	unknown	False	False	False	False	True
736.0	school5	36	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, sgm_helpless, school_solution, school_helpless, 	Yes	Yes				Yes					Yes	True	False	False	False	False	True	True	True	False	True	False	True	False	False	False	False	False	False	False	False	f	c	queer	unknown			unknown	unknown	False	False	True	False	True
	school5	37	undergrad	sgm				Yes								Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	False	False
737.0	school5	38	undergrad	cishet	school_solution, 											Yes	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
738.0	school5	39	undergrad	cishet	cishet_victim, 											Yes	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
739.0	school5	40	undergrad	sgm	cishet_problem, cishet_solution, sgm_solution, sgm_victim, sgm_helpless, school_problem, school_solution, school_helpless, 						Yes					Yes	True	True	False	False	False	True	True	True	True	True	False	True	False	False	False	False	False	False	False	False	f	c	queer	unknown			unknown	unknown	False	True	True	False	False
740.0	school5	41	undergrad	cishet	cishet_problem, cishet_solution, cishet_victim, school_helpless, 											Yes	True	True	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	True	False	False	True
741.0	school5	42	undergrad	cishet	cishet_victim, sgm_victim, sgm_helpless, school_problem, school_helpless, 										Yes		False	False	True	False	False	False	True	True	True	False	False	True	False	False	False	False	False	False	False	False	m	c	hetero	unknown			unknown	unknown	False	False	True	False	False
	school5	43	undergrad	cishet												Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
742.0	school5	44	undergrad	sgm	sgm_solution, sgm_victim, sgm_helpless, school_solution, 			Yes							Yes		False	False	False	False	False	True	True	True	False	True	False	False	False	False	False	False	False	False	False	False	m	c	bi	unknown			unknown	unknown	False	False	False	False	False
743.0	school5	45	undergrad	sgm	sgm_solution, school_solution, 											Yes	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown			unknown	unknown	False	False	False	False	False
	school5	46	undergrad	sgm					Yes							Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown			unknown	unknown	False	False	False	False	False
744.0	school5	47	undergrad	sgm	cishet_problem, sgm_victim, school_problem, school_solution, school_helpless, culture_problem, 	Yes									Yes		True	False	False	False	False	False	True	False	True	True	False	True	True	False	False	False	False	False	False	False	m	c	gay	unknown			unknown	unknown	False	False	True	False	False
	school5	48	undergrad	cishet											Yes		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown			unknown	unknown	False	False	False	False	False
745.0	school5	49	undergrad	sgm	sgm_victim, sgm_helpless, school_problem, school_solution, school_helpless, culture_problem, community_solution, 				Yes							Yes	False	False	False	False	False	False	True	True	True	True	False	True	True	False	False	False	False	True	False	False	f	c	unknown	unknown			unknown	unknown	False	False	True	False	False
746.0	school5	50	undergrad	sgm	school_solution, community_solution, 	Yes									Yes		False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	m	c	gay	unknown			unknown	unknown	False	False	False	False	False
747.0	school5	51	undergrad	cishet	cishet_problem, cishet_victim, school_helpless, 											Yes	True	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	True
748.0	school5	52	undergrad	sgm	sgm_solution, sgm_victim, community_problem, 											Yes	False	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	True	False	False	False	f	c	unknown	unknown			unknown	unknown	False	False	False	True	False
749.0	school5	53	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, school_solution, community_solution, 					Yes							True	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	unknown	unknown	ace	unknown			unknown	unknown	False	False	False	False	True
750.0	school5	54	undergrad	sgm	community_problem, community_helpless, 					Yes						Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	True	f	c	ace	unknown			unknown	unknown	False	False	False	True	False
751.0	school5	55	undergrad	sgm	school_solution, 					Yes						Yes	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	f	c	ace	unknown			unknown	unknown	False	False	False	False	False
752.0	school5	56	undergrad	sgm	sgm_victim, school_solution, school_helpless, community_helpless, 		Yes	Yes								Yes	False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	True	f	c	bi	unknown			unknown	unknown	False	False	False	True	False
753.0	school5	57	undergrad	sgm	sgm_victim, school_solution, school_helpless, 												False	False	False	False	False	False	True	False	False	True	False	True	False	False	False	False	False	False	False	False	unknown	unknown	unknown	unknown			unknown	unknown	False	False	False	False	False
754.0	school5	58	undergrad	sgm	sgm_solution, school_solution, community_solution, 			Yes							Yes		False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	m	c	bi	unknown			unknown	unknown	False	False	False	False	False
755.0	school5	59	undergrad	cishet	cishet_solution, cishet_victim, school_solution, community_solution, 											Yes	False	True	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
	school5	60	undergrad	sgm				Yes								Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	False	False
756.0	school5	61	undergrad	sgm	school_solution, culture_solution, community_solution, community_helpless, 	Yes									Yes		False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	True	False	True	m	c	gay	unknown			unknown	unknown	False	False	False	False	False
	school5	62	undergrad	sgm													False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	unknown	unknown	unknown	unknown			unknown	unknown	False	False	False	False	False
757.0	school5	63	undergrad	cishet	cishet_victim, 											Yes	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
758.0	school5	64	undergrad	sgm	cishet_problem, sgm_solution, school_solution, culture_problem, community_solution, 			Yes	Yes							Yes	True	False	False	False	False	True	False	False	False	True	False	False	True	False	False	False	False	True	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	False	False
	school5	65	undergrad	cishet												Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
	school5	66	undergrad	sgm		Yes	Yes									Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	gay	unknown			unknown	unknown	False	False	False	False	False
759.0	school5	67	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, 					Yes					Yes		True	False	False	False	False	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	ace	unknown			unknown	unknown	False	False	False	False	True
	school5	68	undergrad	sgm				Yes								Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	False	False
	school5	69	undergrad	cishet												Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
760.0	school5	70	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, school_helpless, 	Yes									Yes		True	False	False	False	False	True	True	False	False	False	False	True	False	False	False	False	False	False	False	False	m	c	gay	unknown			unknown	unknown	False	False	False	False	True
761.0	school5	71	undergrad	sgm	school_solution, culture_solution, 		Yes					Yes					False	False	False	False	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	unknown	t	lesbian	unknown			unknown	unknown	False	False	False	False	False
762.0	school5	72	undergrad	cishet	cishet_victim, sgm_helpless, school_problem, school_helpless, 											Yes	False	False	True	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	True	False	False
763.0	school5	73	undergrad	cishet	cishet_solution, cishet_victim, sgm_victim, school_problem, school_solution, school_helpless, culture_problem, community_solution, 											Yes	False	True	True	False	False	False	True	False	True	True	False	True	True	False	False	False	False	True	False	False	f	c	hetero	unknown			unknown	unknown	False	True	True	False	False
764.0	school5	74	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, school_problem, school_solution, school_helpless, culture_problem, community_problem, community_helpless, 			Yes								Yes	True	False	False	False	False	True	True	False	True	True	False	True	True	False	False	False	True	False	False	True	f	c	bi	unknown			unknown	unknown	False	False	True	True	False
	school5	75	undergrad	cishet												Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
765.0	school5	76	undergrad	sgm	culture_solution, 	Yes									Yes		False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	m	c	gay	unknown			unknown	unknown	False	False	False	False	False
766.0	school5	77	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, school_solution, school_helpless, community_helpless, 			Yes							Yes		True	False	False	False	False	True	True	False	False	True	False	True	False	False	False	False	False	False	False	True	m	c	bi	unknown			unknown	unknown	False	False	False	True	True
767.0	school5	78	undergrad	sgm	school_problem, 											Yes	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown			unknown	unknown	False	False	False	False	False
768.0	school5	79	undergrad	sgm	cishet_problem, sgm_solution, sgm_victim, school_solution, culture_problem, 			Yes								Yes	True	False	False	False	False	True	True	False	False	True	False	False	True	False	False	False	False	False	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	False	False
769.0	school5	80	undergrad	cishet	cishet_problem, cishet_solution, 											Yes	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	True
770.0	school5	81	undergrad	sgm	sgm_victim, school_problem, school_solution, school_helpless, community_helpless, 			Yes		Yes						Yes	False	False	False	False	False	False	True	False	True	True	False	True	False	False	False	False	False	False	False	True	f	c	ace	unknown			unknown	unknown	False	False	True	True	False
771.0	school5	82	undergrad	cishet	school_solution, 										Yes		False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown			unknown	unknown	False	False	False	False	False
772.0	school5	83	undergrad	sgm	sgm_solution, school_solution, community_solution, 		Yes									Yes	False	False	False	False	False	True	False	False	False	True	False	False	False	False	False	False	False	True	False	False	f	c	lesbian	unknown			unknown	unknown	False	False	False	False	False
	school5	84	undergrad	cishet												Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
	school5	85	undergrad	sgm				Yes								Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	False	False
773.0	school5	86	undergrad	sgm	sgm_solution, sgm_victim, school_solution, community_solution, 		Yes									Yes	False	False	False	False	False	True	True	False	False	True	False	False	False	False	False	False	False	True	False	False	f	c	lesbian	unknown			unknown	unknown	False	False	False	False	False
774.0	school5	87	undergrad	sgm	cishet_problem, cishet_victim, sgm_solution, school_solution, school_helpless, culture_solution, 				Yes							Yes	True	False	True	False	False	True	False	False	False	True	False	True	False	True	False	False	False	False	False	False	f	c	unknown	unknown			unknown	unknown	False	False	False	False	True
775.0	school5	88	undergrad	cishet	cishet_problem, cishet_solution, cishet_victim, school_helpless, 											Yes	True	True	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	True	False	False	True
	school5	89	undergrad	cishet											Yes		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown			unknown	unknown	False	False	False	False	False
	school5	90	undergrad	sgm					Yes							Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown			unknown	unknown	False	False	False	False	False
	school5	93	undergrad	cishet												Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
776.0	school5	95	undergrad	sgm	sgm_victim, school_problem, school_helpless, 			Yes							Yes		False	False	False	False	False	False	True	False	True	False	False	True	False	False	False	False	False	False	False	False	m	c	bi	unknown			unknown	unknown	False	False	True	False	False
777.0	school5	96	undergrad	sgm	sgm_victim, school_helpless, 											Yes	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	f	c	unknown	unknown			unknown	unknown	False	False	False	False	False
778.0	school5	97	undergrad	sgm	school_helpless, 			Yes								Yes	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	False	False
	school5	98	undergrad	cishet											Yes		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown			unknown	unknown	False	False	False	False	False
779.0	school5	100	undergrad	sgm	sgm_victim, school_problem, 						Yes		Yes				False	False	False	False	False	False	True	False	True	False	False	False	False	False	False	False	False	False	False	False	unknown	t	queer	unknown			unknown	unknown	False	False	False	False	False
	school5	102	undergrad	sgm					Yes							Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	unknown	unknown			unknown	unknown	False	False	False	False	False
780.0	school5	103	undergrad	sgm	sgm_victim, school_helpless, 			Yes								Yes	False	False	False	False	False	False	True	False	False	False	False	True	False	False	False	False	False	False	False	False	f	c	bi	unknown			unknown	unknown	False	False	False	False	False
	school5	104	undergrad	cishet												Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	False	False	False	False
	school5	105	undergrad	sgm					Yes								False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	unknown	unknown	unknown	unknown			unknown	unknown	False	False	False	False	False
	school5	106	undergrad	cishet											Yes		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown			unknown	unknown	False	False	False	False	False
781.0	school5	108	undergrad	sgm	community_victim, 		Yes				Yes					Yes	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	f	c	queer	unknown			unknown	unknown	False	False	False	False	False
782.0	school5	109	undergrad	cishet	cishet_problem, cishet_solution, cishet_victim, 											Yes	True	True	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	f	c	hetero	unknown			unknown	unknown	False	True	False	False	True
	school5	110	undergrad	cishet											Yes		False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	m	c	hetero	unknown			unknown	unknown	False	False	False	False	False
